Order ID,Order Line ID,Order Date,Ship Date,Ship Mode,Order Priority,Customer ID,Customer Name,Customer Email,Gender,Birth Date,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2016-117590,CA-2016-117590-1,12/8/2016,12/10/2016,First Class,Medium,GH-14485,Gene Hale,gene.hale@hotmail.com,M,1/13/1966,Corporate,United States,Richardson,Texas,75080,Central,TEC-PH-10004977,Technology,Phones,GE 30524EE4,1097.544,7,0.2,123.4737
CA-2016-117590,CA-2016-117590-2,12/8/2016,12/10/2016,First Class,Not Specified,GH-14485,Gene Hale,gene.hale@hotmail.com,M,1/13/1966,Corporate,United States,Richardson,Texas,75080,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92,5,0.6,-147.963
CA-2015-117415,CA-2015-117415-1,12/27/2015,12/31/2015,Standard Class,High,SN-20710,Steve Nguyen,steve.nguyen@hotmail.hom,F,10/27/1965,Home Office,United States,Houston,Texas,77041,Central,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.328,9,0.2,35.415
CA-2015-117415,CA-2015-117415-2,12/27/2015,12/31/2015,Standard Class,Critical,SN-20710,Steve Nguyen,steve.nguyen@hotmail.hom,F,10/27/1965,Home Office,United States,Houston,Texas,77041,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992,3,0.32,-46.9764
CA-2015-117415,CA-2015-117415-3,12/27/2015,12/31/2015,Standard Class,Critical,SN-20710,Steve Nguyen,steve.nguyen@hotmail.hom,F,10/27/1965,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",212.058,3,0.3,-15.147
CA-2015-117415,CA-2015-117415-4,12/27/2015,12/31/2015,Standard Class,Not Specified,SN-20710,Steve Nguyen,steve.nguyen@hotmail.hom,F,10/27/1965,Home Office,United States,Houston,Texas,77041,Central,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,371.168,4,0.2,41.7564
CA-2017-120999,CA-2017-120999-1,9/10/2017,9/15/2017,Standard Class,Low,LC-16930,Linda Cazamias,linda.cazamias@hotmail.com,M,2/11/1992,Corporate,United States,Naperville,Illinois,60540,Central,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,147.168,4,0.2,16.5564
CA-2016-101343,CA-2016-101343-1,7/17/2016,7/22/2016,Standard Class,Medium,RA-19885,Ruben Ausman,ruben.ausman@hotmail.com,M,3/23/1993,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,0,3.894
CA-2017-139619,CA-2017-139619-1,9/19/2017,9/23/2017,Standard Class,Low,ES-14080,Erin Smith,erin.smith@hotmail.com,M,10/23/1956,Corporate,United States,Melbourne,Florida,32935,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616,2,0.2,9.5616
CA-2016-118255,CA-2016-118255-1,3/11/2016,3/13/2016,First Class,Not Specified,ON-18715,Odella Nelson,odella.nelson@hotmail.com,M,12/6/1994,Corporate,United States,Eagan,Minnesota,55122,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,2,0,19.7714
CA-2016-118255,CA-2016-118255-2,3/11/2016,3/13/2016,First Class,High,ON-18715,Odella Nelson,odella.nelson@hotmail.com,M,12/6/1994,Corporate,United States,Eagan,Minnesota,55122,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,0,8.2062
CA-2014-146703,CA-2014-146703-1,10/20/2014,10/25/2014,Second Class,Critical,PO-18865,Patrick O'Donnell,patrick.o'donnell@hotmail.com,M,3/23/1966,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0,8.4784
CA-2016-169194,CA-2016-169194-1,6/20/2016,6/25/2016,Standard Class,Critical,LH-16900,Lena Hernandez,lena.hernandez@hotmail.com,M,1/22/1971,Consumer,United States,Dover,Delaware,19901,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45,3,0,4.95
CA-2016-169194,CA-2016-169194-2,6/20/2016,6/25/2016,Standard Class,Low,LH-16900,Lena Hernandez,lena.hernandez@hotmail.com,M,1/22/1971,Consumer,United States,Dover,Delaware,19901,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,0,6.104
CA-2015-115742,CA-2015-115742-1,4/18/2015,4/22/2015,Standard Class,High,DP-13000,Darren Powers,darren.powers@hotmail.com,M,10/6/1990,Consumer,United States,New Albany,Indiana,47150,Central,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,6,0,17.9634
CA-2015-115742,CA-2015-115742-2,4/18/2015,4/22/2015,Standard Class,High,DP-13000,Darren Powers,darren.powers@hotmail.com,M,10/6/1990,Consumer,United States,New Albany,Indiana,47150,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.18,6,0,35.3346
CA-2015-115742,CA-2015-115742-3,4/18/2015,4/22/2015,Standard Class,Low,DP-13000,Darren Powers,darren.powers@hotmail.com,M,10/6/1990,Consumer,United States,New Albany,Indiana,47150,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0,2.9568
CA-2015-115742,CA-2015-115742-4,4/18/2015,4/22/2015,Standard Class,High,DP-13000,Darren Powers,darren.powers@hotmail.com,M,10/6/1990,Consumer,United States,New Albany,Indiana,47150,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1,0,17.0981
CA-2016-105816,CA-2016-105816-1,12/11/2016,12/17/2016,Standard Class,Low,JM-15265,Janet Molinari,janet.molinari@hotmail.com,F,10/2/1981,Corporate,United States,New York City,New York,10024,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,15.26,7,0,6.2566
CA-2016-105816,CA-2016-105816-2,12/11/2016,12/17/2016,Standard Class,Critical,JM-15265,Janet Molinari,janet.molinari@hotmail.com,F,10/2/1981,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,5,0,298.6855
CA-2016-111682,CA-2016-111682-1,6/17/2016,6/18/2016,First Class,Critical,TB-21055,Ted Butterfield,ted.butterfield@hotmail.com,F,9/13/1962,Consumer,United States,Troy,New York,12180,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,208.56,6,0,52.14
CA-2016-111682,CA-2016-111682-2,6/17/2016,6/18/2016,First Class,Low,TB-21055,Ted Butterfield,ted.butterfield@hotmail.com,F,9/13/1962,Consumer,United States,Troy,New York,12180,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,32.4,5,0,15.552
CA-2016-111682,CA-2016-111682-3,6/17/2016,6/18/2016,First Class,Low,TB-21055,Ted Butterfield,ted.butterfield@hotmail.com,F,9/13/1962,Consumer,United States,Troy,New York,12180,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,319.41,5,0.1,7.098
CA-2016-111682,CA-2016-111682-4,6/17/2016,6/18/2016,First Class,Medium,TB-21055,Ted Butterfield,ted.butterfield@hotmail.com,F,9/13/1962,Consumer,United States,Troy,New York,12180,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,2,0,6.9888
CA-2016-111682,CA-2016-111682-5,6/17/2016,6/18/2016,First Class,High,TB-21055,Ted Butterfield,ted.butterfield@hotmail.com,F,9/13/1962,Consumer,United States,Troy,New York,12180,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30,2,0,3.3
CA-2016-111682,CA-2016-111682-6,6/17/2016,6/18/2016,First Class,High,TB-21055,Ted Butterfield,ted.butterfield@hotmail.com,F,9/13/1962,Consumer,United States,Troy,New York,12180,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,48.48,4,0.2,16.362
CA-2016-111682,CA-2016-111682-7,6/17/2016,6/18/2016,First Class,Critical,TB-21055,Ted Butterfield,ted.butterfield@hotmail.com,F,9/13/1962,Consumer,United States,Troy,New York,12180,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1,0,0.84
CA-2015-135545,CA-2015-135545-1,11/24/2015,11/30/2015,Standard Class,Critical,KM-16720,Kunst Miller,kunst.miller@hotmail.com,F,3/22/1997,Consumer,United States,Los Angeles,California,90004,West,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2,0,6.1512
CA-2015-135545,CA-2015-135545-2,11/24/2015,11/30/2015,Standard Class,Critical,KM-16720,Kunst Miller,kunst.miller@hotmail.com,F,3/22/1997,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,6,0.2,9.3612
CA-2015-135545,CA-2015-135545-3,11/24/2015,11/30/2015,Standard Class,High,KM-16720,Kunst Miller,kunst.miller@hotmail.com,F,3/22/1997,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,146.73,3,0,68.9631
CA-2015-135545,CA-2015-135545-4,11/24/2015,11/30/2015,Standard Class,Medium,KM-16720,Kunst Miller,kunst.miller@hotmail.com,F,3/22/1997,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,0,22.3328
US-2015-164175,US-2015-164175-1,4/30/2015,5/5/2015,Standard Class,Low,PS-18970,Paul Stevenson,paul.stevenson@hotmail.hom,F,2/21/1999,Home Office,United States,Chicago,Illinois,60610,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.115,5,0.3,-15.2225
CA-2014-106376,CA-2014-106376-1,12/5/2014,12/10/2014,Standard Class,Medium,BS-11590,Brendan Sweed,brendan.sweed@hotmail.com,F,11/2/1967,Corporate,United States,Gilbert,Arizona,85234,West,OFF-AR-10002671,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,8,0.2,111.3024
CA-2014-106376,CA-2014-106376-2,12/5/2014,12/10/2014,Standard Class,Not Specified,BS-11590,Brendan Sweed,brendan.sweed@hotmail.com,F,11/2/1967,Corporate,United States,Gilbert,Arizona,85234,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,4,0.2,62.988
CA-2016-119823,CA-2016-119823-1,6/4/2016,6/6/2016,First Class,Low,KD-16270,Karen Daniels,karen.daniels@hotmail.com,M,6/13/1960,Consumer,United States,Springfield,Virginia,22153,South,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0,35.6636
CA-2016-106075,CA-2016-106075-1,9/18/2016,9/23/2016,Standard Class,Medium,HM-14980,Henry MacAllister,henry.macallister@hotmail.com,F,6/9/1991,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1,0.2,1.731
CA-2017-114440,CA-2017-114440-1,9/14/2017,9/17/2017,Second Class,Critical,TB-21520,Tracy Blumstein,tracy.blumstein@hotmail.com,M,2/20/1981,Consumer,United States,Jackson,Michigan,49201,Central,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3,0,8.763
US-2015-134026,US-2015-134026-1,4/26/2015,5/2/2015,Standard Class,Critical,JE-15745,Joel Eaton,joel.eaton@hotmail.com,M,12/25/1965,Consumer,United States,Memphis,Tennessee,38109,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,831.936,8,0.2,-114.3912
US-2015-134026,US-2015-134026-2,4/26/2015,5/2/2015,Standard Class,Not Specified,JE-15745,Joel Eaton,joel.eaton@hotmail.com,M,12/25/1965,Consumer,United States,Memphis,Tennessee,38109,South,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,2,0.2,1.213
US-2015-134026,US-2015-134026-3,4/26/2015,5/2/2015,Standard Class,Low,JE-15745,Joel Eaton,joel.eaton@hotmail.com,M,12/25/1965,Consumer,United States,Memphis,Tennessee,38109,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784,1,0.2,-18.196
US-2017-118038,US-2017-118038-1,12/9/2017,12/11/2017,First Class,Critical,KB-16600,Ken Brennan,ken.brennan@hotmail.com,M,3/21/1990,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,1.248,3,0.8,-1.9344
US-2017-118038,US-2017-118038-2,12/9/2017,12/11/2017,First Class,Medium,KB-16600,Ken Brennan,ken.brennan@hotmail.com,M,3/21/1990,Corporate,United States,Houston,Texas,77041,Central,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,3,0.6,-5.8248
US-2017-118038,US-2017-118038-3,12/9/2017,12/11/2017,First Class,Not Specified,KB-16600,Ken Brennan,ken.brennan@hotmail.com,M,3/21/1990,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,3,0.2,2.724
US-2014-147606,US-2014-147606-1,11/26/2014,12/1/2014,Second Class,Low,JE-15745,Joel Eaton,joel.eaton@hotmail.com,M,12/25/1965,Consumer,United States,Houston,Texas,77070,Central,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,0.6,-14.475
CA-2016-127208,CA-2016-127208-1,6/12/2016,6/15/2016,First Class,High,SC-20770,Stewart Carmichael,stewart.carmichael@hotmail.com,M,11/15/1961,Corporate,United States,Decatur,Alabama,35601,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,0,56.2032
CA-2016-127208,CA-2016-127208-2,6/12/2016,6/15/2016,First Class,High,SC-20770,Stewart Carmichael,stewart.carmichael@hotmail.com,M,11/15/1961,Corporate,United States,Decatur,Alabama,35601,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,3,0,8.0352
CA-2014-139451,CA-2014-139451-1,10/12/2014,10/16/2014,Standard Class,Medium,DN-13690,Duane Noonan,duane.noonan@hotmail.com,F,1/8/1967,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,0,4.172
CA-2014-139451,CA-2014-139451-2,10/12/2014,10/16/2014,Standard Class,Low,DN-13690,Duane Noonan,duane.noonan@hotmail.com,F,1/8/1967,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,0,6.2031
